SpecName,Circumference inches,Height feet,Spread feet,Diameter (in),,Height(in),Spread (in),Class,Name_matched_accepted_family,Genus_matched,Specific_epithet_matched
Pinus elliottii var. elliottii,143,129,59,45.52,,1548,708,Gymnosperm,Pinaceae,Pinus,elliottii
Pinus elliottii var. elliottii,130,138,55,41.38,,1656,660,Gymnosperm,Pinaceae,Pinus,elliottii
Pinus elliottii var densa,138,68,64,43.93,,816,768,Gymnosperm,Pinaceae,Pinus,elliottii
Pinus strobiformis,185,111,62,58.89,,1332,744,Gymnosperm,Pinaceae,Pinus,strobiformis
Pinus glabra,125,149,53,39.79,,1788,636,Gymnosperm,Pinaceae,Pinus,glabra
Pinus glabra,160,112,66,50.93,,1344,792,Gymnosperm,Pinaceae,Pinus,glabra
Pinus lambertiana,442,232,29,140.69,,2784,348,Gymnosperm,Pinaceae,Pinus,lambertiana
Pinus pungens,97,94,46,30.88,,1128,552,Gymnosperm,Pinaceae,Pinus,pungens
Pinus torreyana,245,126,130,77.99,,1512,1560,Gymnosperm,Pinaceae,Pinus,torreyana
Pinus virginiana,133,89,52,42.34,,1068,624,Gymnosperm,Pinaceae,Pinus,virginiana
Pinus washoensis,243,145,64,77.35,,1740,768,Gymnosperm,Pinaceae,Pinus,washoensis
Pinus monticola,394,151,52,125.41,,1812,624,Gymnosperm,Pinaceae,Pinus,monticola
Pinus albicaulis,331,69,47,105.36,,828,564,Gymnosperm,Pinaceae,Pinus,albicaulis
Picea mariana,62,78,21,19.74,,936,252,Gymnosperm,Pinaceae,Picea,mariana
Picea glauca var. densata,104,122,25,33.1,,1464,300,Gymnosperm,Pinaceae,Picea,glauca
Picea pungens,190,127,43,60.48,,1524,516,Gymnosperm,Pinaceae,Picea,pungens
Picea brewerana,272,137,44,86.58,,1644,528,Gymnosperm,Pinaceae,Picea,breweriana
Picea engelmannii,283,179,27,90.08,,2148,324,Gymnosperm,Pinaceae,Picea,engelmannii
Picea abies,185,108,55,58.89,,1296,660,Gymnosperm,Pinaceae,Picea,abies
Picea rubens,169,123,39,53.79,,1476,468,Gymnosperm,Pinaceae,Picea,rubens
Picea rubens,144,146,34,45.84,,1752,408,Gymnosperm,Pinaceae,Picea,rubens
Picea sitchensis,673,206,93,214.22,,2472,1116,Gymnosperm,Pinaceae,Picea,sitchensis
Picea sitchensis,707,191,96,225.05,,2292,1152,Gymnosperm,Pinaceae,Picea,sitchensis
Picea glauca var. glauca,125,130,28,39.79,,1560,336,Gymnosperm,Pinaceae,Picea,glauca
Larix laricina,151,62,64,48.06,,744,768,Gymnosperm,Pinaceae,Larix,laricina
Platanus wrightii,335,69,88,106.63,,828,1056,Angiosperm,Platanaceae,Platanus,wrightii
Platanus wrightii,283,114,116,90.08,,1368,1392,Angiosperm,Platanaceae,Platanus,wrightii
Platanus racemosa,350,95,108,111.41,,1140,1296,Angiosperm,Platanaceae,Platanus,racemosa
Platanus occidentalis,440,85,68,140.06,,1020,816,Angiosperm,Platanaceae,Platanus,occidentalis
Coccoloba diversifolia,84,49,22,26.74,,588,264,Angiosperm,Polygonaceae,Coccoloba,diversifolia
Coccoloba uvifera,149,62,66,47.43,,744,792,Angiosperm,Polygonaceae,Coccoloba,uvifera
Jacquinia keyensis,23,13,13,7.32,,156,156,Angiosperm,Primulaceae,Jacquinia,keyensis
Rapanea punctata,29,30,17,9.23,,360,204,Angiosperm,Primulaceae,Rapanea,punctata
Drypetes lateriflora,21,23,8,6.68,,276,96,Angiosperm,Putranjivaceae,Drypetes,lateriflora
Drypetes diversifolia,39,46,18,12.41,,552,216,Angiosperm,Putranjivaceae,Drypetes,diversifolia
Ceanothus thyrsiflorus,32,41,20,10.19,,492,240,Angiosperm,Rhamnaceae,Ceanothus,thyrsiflorus
Condalia hookeri,77,30,26,24.51,,360,312,Angiosperm,Rhamnaceae,Condalia,hookeri
Rhamnus crocea,26,26,44,8.28,,312,528,Angiosperm,Rhamnaceae,Rhamnus,crocea
Rhamnus frangula,20,40,25,6.37,,480,300,Angiosperm,Rhamnaceae,Rhamnus,frangula
Rhamnus cathartica,45,61,65,14.32,,732,780,Angiosperm,Rhamnaceae,Rhamnus,cathartica
Rhamnus purshiana,109,27,43,34.7,,324,516,Angiosperm,Rhamnaceae,Rhamnus,purshiana
Rhamnus purshiana,99,37,50,31.51,,444,600,Angiosperm,Rhamnaceae,Rhamnus,purshiana
Rhamnus caroliniana,41,27,23,13.05,,324,276,Angiosperm,Rhamnaceae,Rhamnus,caroliniana
Rhamnus caroliniana,40,25,24,12.73,,300,288,Angiosperm,Rhamnaceae,Rhamnus,caroliniana
Rhamnus californica,24,30,25,7.64,,360,300,Angiosperm,Rhamnaceae,Rhamnus,californica
Condalia globosa,42,17,25,13.37,,204,300,Angiosperm,Rhamnaceae,Condalia,globosa
Reynosia septentrionalis,21,28,13,6.68,,336,156,Angiosperm,Rhamnaceae,Reynosia,septentrionalis
Ziziphus jujuba,64,46,36,20.37,,552,432,Angiosperm,Rhamnaceae,Ziziphus,jujuba
Ziziphus jujuba,67,39,34,21.33,,468,408,Angiosperm,Rhamnaceae,Ziziphus,jujuba
Krugiodendron ferreum,70,37,27,22.28,,444,324,Angiosperm,Rhamnaceae,Krugiodendron,ferreum
Ziziphus obtusifolia,14,26,20,4.46,,312,240,Angiosperm,Rhamnaceae,Ziziphus,obtusifolia
Colubrina elliptica,24,41,9,7.64,,492,108,Angiosperm,Rhamnaceae,Colubrina,elliptica
Colubrina elliptica,25,30,29,7.96,,360,348,Angiosperm,Rhamnaceae,Colubrina,elliptica
Colubrina elliptica,22,41,13,7,,492,156,Angiosperm,Rhamnaceae,Colubrina,elliptica
Rhizophora mangle,47,58,42,14.96,,696,504,Angiosperm,Rhizophoraceae,Rhizophora,mangle
Malus coronaria,70,37,35,22.28,,444,420,Angiosperm,Rosaceae,Malus,coronaria
Malus angustifolia,96,47,60,30.56,,564,720,Angiosperm,Rosaceae,Malus,angustifolia
Malus angustifolia,115,30,61,36.61,,360,732,Angiosperm,Rosaceae,Malus,angustifolia
Malus ioensis,38,46,68,12.1,,552,816,Angiosperm,Rosaceae,Malus,ioensis
Malus fusca,66,79,47,21.01,,948,564,Angiosperm,Rosaceae,Malus,fusca
Malus sylvestris,183,44,49,58.25,,528,588,Angiosperm,Rosaceae,Malus,sylvestris
Cercocarpus breviflorus,32,20,17,10.19,,240,204,Angiosperm,Rosaceae,Cercocarpus,breviflorus
Cercocarpus ledifolius,78,21,31,24.83,,252,372,Angiosperm,Rosaceae,Cercocarpus,ledifolius
Cercocarpus betuloides,44,34,29,14.01,,408,348,Angiosperm,Rosaceae,Cercocarpus,betuloides
Cercocarpus montanus,26,21,11,8.28,,252,132,Angiosperm,Rosaceae,Cercocarpus,montanus
Prunus myrtifolia,65,53,50,20.69,,636,600,Angiosperm,Rosaceae,Prunus,myrtifolia
Prunus serotina var. rufula,100,39,42,31.83,,468,504,Angiosperm,Rosaceae,Prunus,serotina
Prunus serotina var. rufula,102,45,26,32.47,,540,312,Angiosperm,Rosaceae,Prunus,serotina
Prunus cerasus,119,68,75,37.88,,816,900,Angiosperm,Rosaceae,Prunus,cerasus
Prunus pensylvanica,71,85,28,22.6,,1020,336,Angiosperm,Rosaceae,Prunus,pensylvanica
Prunus avium,263,80,80,83.72,,960,960,Angiosperm,Rosaceae,Prunus,avium
Prunus mahaleb,78,36,47,24.83,,432,564,Angiosperm,Rosaceae,Prunus,mahaleb
Prunus ilicifolia,54,50,56,17.19,,600,672,Angiosperm,Rosaceae,Prunus,ilicifolia
Prunus serotina var. eximia,102,51,53,32.47,,612,636,Angiosperm,Rosaceae,Prunus,serotina
Prunus virginiana var. melanocarpa,54,73,18,17.19,,876,216,Angiosperm,Rosaceae,Prunus,virginiana
Prunus virginiana var. virginiana,168,74,88,53.48,,888,1056,Angiosperm,Rosaceae,Prunus,virginiana
Prunus lyonii,120,41,55,38.2,,492,660,Angiosperm,Rosaceae,Prunus,lyonii
Prunus serotina,210,134,70,66.85,,1608,840,Angiosperm,Rosaceae,Prunus,serotina
Prunus emarginata,65,86,40,20.69,,1032,480,Angiosperm,Rosaceae,Prunus,emarginata
Prunus emarginata,58,100,27,18.46,,1200,324,Angiosperm,Rosaceae,Prunus,emarginata
Prunus serotina var. alabamensis,40,35,27,12.73,,420,324,Angiosperm,Rosaceae,Prunus,serotina
Cowania mexicana,15,30,12,4.77,,360,144,Angiosperm,Rosaceae,Cowania,mexicana
Crataegus flava,38,41,34,12.1,,492,408,Angiosperm,Rosaceae,Crataegus,flava
Crataegus phaenopyrum,62,30,32,19.74,,360,384,Angiosperm,Rosaceae,Crataegus,phaenopyrum
Crataegus phaenopyrum,54,36,38,17.19,,432,456,Angiosperm,Rosaceae,Crataegus,phaenopyrum
Crataegus phaenopyrum,61,33,44,19.42,,396,528,Angiosperm,Rosaceae,Crataegus,phaenopyrum
Crataegus coccinea,62,34,32,19.74,,408,384,Angiosperm,Rosaceae,Crataegus,coccinea
Crataegus opaca,58,30,35,18.46,,360,420,Angiosperm,Rosaceae,Crataegus,opaca
Crataegus calpodendron,23,20,25,7.32,,240,300,Angiosperm,Rosaceae,Crataegus,calpodendron
Crataegus marshallii,48,30,34,15.28,,360,408,Angiosperm,Rosaceae,Crataegus,marshallii
Crataegus monogyna,111,37,58,35.33,,444,696,Angiosperm,Rosaceae,Crataegus,monogyna
Crataegus uniflora,14,18,16,4.46,,216,192,Angiosperm,Rosaceae,Crataegus,uniflora
Crataegus aestivalis,54,34,43,17.19,,408,516,Angiosperm,Rosaceae,Crataegus,aestivalis
Crataegus spathulata,42,35,32,13.37,,420,384,Angiosperm,Rosaceae,Crataegus,spathulata
Crataegus viridis,61,40,45,19.42,,480,540,Angiosperm,Rosaceae,Crataegus,viridis
Crataegus pruinosa,63,32,32,20.05,,384,384,Angiosperm,Rosaceae,Crataegus,pruinosa
Crataegus pruinosa,64,30,36,20.37,,360,432,Angiosperm,Rosaceae,Crataegus,pruinosa
Crataegus succulenta,51,21,30,16.23,,252,360,Angiosperm,Rosaceae,Crataegus,succulenta
Crataegus flabellata,47,36,35,14.96,,432,420,Angiosperm,Rosaceae,Crataegus,flabellata
Crataegus mollis,105,52,62,33.42,,624,744,Angiosperm,Rosaceae,Crataegus,mollis
Crataegus punctata,97,38,38,30.88,,456,456,Angiosperm,Rosaceae,Crataegus,punctata
Crataegus columbiana,38,24,23,12.1,,288,276,Angiosperm,Rosaceae,Crataegus,columbiana
Crataegus crus-galli,60,40,48,19.1,,480,576,Angiosperm,Rosaceae,Crataegus,crus-galli
Crataegus erythropoda,24,16,21,7.64,,192,252,Angiosperm,Rosaceae,Crataegus,erythropoda
Crataegus brachyacantha,98,36,46,31.19,,432,552,Angiosperm,Rosaceae,Crataegus,brachyacantha
Crataegus douglasii,111,41,57,35.33,,492,684,Angiosperm,Rosaceae,Crataegus,douglasii
Crataegus intricata,90,23,42,28.65,,276,504,Angiosperm,Rosaceae,Crataegus,intricata
Crataegus pulcherrima,25,46,31,7.96,,552,372,Angiosperm,Rosaceae,Crataegus,pulcherrima
Prunus laurocerasus,96,32,52,30.56,,384,624,Angiosperm,Rosaceae,Prunus,laurocerasus
Prunus caroliniana,128,47,49,40.74,,564,588,Angiosperm,Rosaceae,Prunus,caroliniana
Prunus caroliniana,127,47,55,40.43,,564,660,Angiosperm,Rosaceae,Prunus,caroliniana
Sorbus sitchensis,19,50,18,6.05,,600,216,Angiosperm,Rosaceae,Sorbus,sitchensis
Sorbus decora,57,58,32,18.14,,696,384,Angiosperm,Rosaceae,Sorbus,decora
Sorbus scopulina,24,14,20,7.64,,168,240,Angiosperm,Rosaceae,Sorbus,scopulina
Sorbus aucuparia,132,43,42,42.02,,516,504,Angiosperm,Rosaceae,Sorbus,aucuparia
Sorbus americana,80,62,40,25.46,,744,480,Angiosperm,Rosaceae,Sorbus,americana
Prunus persica,72,18,32,22.92,,216,384,Angiosperm,Rosaceae,Prunus,persica
Prunus persica,50,37,25,15.92,,444,300,Angiosperm,Rosaceae,Prunus,persica
Pyrus communis,174,59,56,55.39,,708,672,Angiosperm,Rosaceae,Pyrus,communis
Pyrus communis,171,58,50,54.43,,696,600,Angiosperm,Rosaceae,Pyrus,communis
Prunus alleghaniensis,37,37,24,11.78,,444,288,Angiosperm,Rosaceae,Prunus,alleghaniensis
Prunus alleghaniensis,52,24,32,16.55,,288,384,Angiosperm,Rosaceae,Prunus,alleghaniensis
Prunus americana,39,48,36,12.41,,576,432,Angiosperm,Rosaceae,Prunus,americana
Prunus nigra,50,51,48,15.92,,612,576,Angiosperm,Rosaceae,Prunus,nigra
Prunus angustifolia,130,86,48,41.38,,1032,576,Angiosperm,Rosaceae,Prunus,angustifolia
Prunus umbellata,18,34,24,5.73,,408,288,Angiosperm,Rosaceae,Prunus,umbellata
Prunus domestica,130,47,48,41.38,,564,576,Angiosperm,Rosaceae,Prunus,domestica
Prunus hortulana,34,27,30,10.82,,324,360,Angiosperm,Rosaceae,Prunus,hortulana
Prunus subcordata,42,28,19,13.37,,336,228,Angiosperm,Rosaceae,Prunus,subcordata
Prunus mexicana,94,39,36,29.92,,468,432,Angiosperm,Rosaceae,Prunus,mexicana
Prunus munsoniana,53,17,15,16.87,,204,180,Angiosperm,Rosaceae,Prunus,munsoniana
Adenostoma sparsifolium,42,23,18,13.37,,276,216,Angiosperm,Rosaceae,Adenostoma,sparsifolium
Amelanchier laevis,78,101,36,24.83,,1212,432,Angiosperm,Rosaceae,Amelanchier,laevis
Amelanchier arborea,108,60,53,34.38,,720,636,Angiosperm,Rosaceae,Amelanchier,arborea
Amelanchier sanguinea,54,34,42,17.19,,408,504,Angiosperm,Rosaceae,Amelanchier,sanguinea
Amelanchier utahensis,273,30,26,86.9,,360,312,Angiosperm,Rosaceae,Amelanchier,utahensis
Amelanchier alnifolia,39,42,43,12.41,,504,516,Angiosperm,Rosaceae,Amelanchier,alnifolia
Heteromeles arbutifolia,58,32,28,18.46,,384,336,Angiosperm,Rosaceae,Heteromeles,arbutifolia
Vauquelinia californica,78,47,40,24.83,,564,480,Angiosperm,Rosaceae,Vauquelinia,californica
Cephalanthus occidentalis,60,26,38,19.1,,312,456,Angiosperm,Rubiaceae,Cephalanthus,occidentalis
Pinckneya pubens,10,21,7,3.18,,252,84,Angiosperm,Rubiaceae,Pinckneya,pubens
Exostema caribaeum,22,33,19,7,,396,228,Angiosperm,Rubiaceae,Exostema,caribaeum
Hamelia patens,15,13,16,4.77,,156,192,Angiosperm,Rubiaceae,Hamelia,patens
Guettarda elliptica,36,23,24,11.46,,276,288,Angiosperm,Rubiaceae,Guettarda,elliptica
Guettarda scabra,11,17,11,3.5,,204,132,Angiosperm,Rubiaceae,Guettarda,scabra
Helietta parvifolia,18,34,25,5.73,,408,300,Angiosperm,Rutaceae,Helietta,parvifolia
Esenbeckia berlandieri,41,24,21,13.05,,288,252,Angiosperm,Rutaceae,Esenbeckia,berlandieri
Zanthoxylum clava-herculis,53,68,29,16.87,,816,348,Angiosperm,Rutaceae,Zanthoxylum,clava-herculis
Zanthoxylum hirsutum,31,50,32,9.87,,600,384,Angiosperm,Rutaceae,Zanthoxylum,hirsutum
Ptelea trifoliata,33,35,40,10.5,,420,480,Angiosperm,Rutaceae,Ptelea,trifoliata
Ptelea crenulata,49,22,20,15.6,,264,240,Angiosperm,Rutaceae,Ptelea,crenulata
Citrus sinensis,61,34,31,19.42,,408,372,Angiosperm,Rutaceae,Citrus,sinensis
Zanthoxylum americanum,15,28,38,4.77,,336,456,Angiosperm,Rutaceae,Zanthoxylum,americanum
Zanthoxylum fagara,21,26,38,6.68,,312,456,Angiosperm,Rutaceae,Zanthoxylum,fagara
Zanthoxylum flavum,33,20,28,10.5,,240,336,Angiosperm,Rutaceae,Zanthoxylum,flavum
Amyris elemifera,18,22,15,5.73,,264,180,Angiosperm,Rutaceae,Amyris,elemifera
Poncirus trifoliata,43,18,20,13.69,,216,240,Angiosperm,Rutaceae,Poncirus,trifoliata
Populus tremuloides,122,109,59,38.83,,1308,708,Angiosperm,Salicaceae,Populus,tremuloides
Populus tremuloides,127,114,32,40.43,,1368,384,Angiosperm,Salicaceae,Populus,tremuloides
Populus grandidentata,105,132,67,33.42,,1584,804,Angiosperm,Salicaceae,Populus,grandidentata
Populus heterophylla,151,93,50,48.06,,1116,600,Angiosperm,Salicaceae,Populus,heterophylla
Populus fremontii var. wislizeni,367,92,120,116.82,,1104,1440,Angiosperm,Salicaceae,Populus,fremontii
Populus deltoides var occidentalis,432,105,93,137.51,,1260,1116,Angiosperm,Salicaceae,Populus,deltoides
Populus angustifolia,314,79,80,99.95,,948,960,Angiosperm,Salicaceae,Populus,angustifolia
Populus fremontii var. mesetae,190,60,60,60.48,,720,720,Angiosperm,Salicaceae,Populus,fremontii
Populus fremontii var. fremontii,504,92,108,160.43,,1104,1296,Angiosperm,Salicaceae,Populus,fremontii
Populus deltoides,441,85,108,140.37,,1020,1296,Angiosperm,Salicaceae,Populus,deltoides
Populus deltoides var. deltoides,433,85,121,137.83,,1020,1452,Angiosperm,Salicaceae,Populus,deltoides
Populus trichocarpa,320,158,110,101.86,,1896,1320,Angiosperm,Salicaceae,Populus,trichocarpa
Populus balsamifera,165,128,57,52.52,,1536,684,Angiosperm,Salicaceae,Populus,balsamifera
Salix lasiolepis,43,27,20,13.69,,324,240,Angiosperm,Salicaceae,Salix,lasiolepis
Salix serissima,35,48,44,11.14,,576,528,Angiosperm,Salicaceae,Salix,serissima
Salix bebbiana,101,23,27,32.15,,276,324,Angiosperm,Salicaceae,Salix,bebbiana
Salix nigra,400,76,92,127.32,,912,1104,Angiosperm,Salicaceae,Salix,nigra
Salix bonplandiana,169,63,74,53.79,,756,888,Angiosperm,Salicaceae,Salix,bonplandiana
Salix caroliniana,106,52,56,33.74,,624,672,Angiosperm,Salicaceae,Salix,caroliniana
Salix fragilis,310,116,131,98.68,,1392,1572,Angiosperm,Salicaceae,Salix,fragilis
Salix fragilis,305,122,124,97.08,,1464,1488,Angiosperm,Salicaceae,Salix,fragilis
Salix alaxensis,41,36,24,13.05,,432,288,Angiosperm,Salicaceae,Salix,alaxensis
Salix floridana,11,20,23,3.5,,240,276,Angiosperm,Salicaceae,Salix,floridana
Salix gooddingii,354,45,89,112.68,,540,1068,Angiosperm,Salicaceae,Salix,gooddingii
Salix hindsiana,58,50,32,18.46,,600,384,Angiosperm,Salicaceae,Salix,hindsiana
Salix hookerana,65,50,39,20.69,,600,468,Angiosperm,Salicaceae,Salix,hookeriana
Salix mackenzieana,17,30,27,5.41,,360,324,Angiosperm,Salicaceae,Salix,mackenzieana
Salix petiolaris,13,34,18,4.14,,408,216,Angiosperm,Salicaceae,Salix,petiolaris
Salix lasiandra,157,70,65,49.97,,840,780,Angiosperm,Salicaceae,Salix,lasiandra
Salix lasiandra,171,54,84,54.43,,648,1008,Angiosperm,Salicaceae,Salix,lasiandra
Salix amygdaloides,396,80,77,126.05,,960,924,Angiosperm,Salicaceae,Salix,amygdaloides
Salix purpurea,15,37,49,4.77,,444,588,Angiosperm,Salicaceae,Salix,purpurea
Salix discolor,54,47,33,17.19,,564,396,Angiosperm,Salicaceae,Salix,discolor
Salix discolor,74,25,48,23.55,,300,576,Angiosperm,Salicaceae,Salix,discolor
Salix exigua,69,36,46,21.96,,432,552,Angiosperm,Salicaceae,Salix,exigua
Salix scoulerana,168,40,50,53.48,,480,600,Angiosperm,Salicaceae,Salix,scouleriana
Salix scoulerana,144,64,47,45.84,,768,564,Angiosperm,Salicaceae,Salix,scouleriana
Salix lucida,130,74,81,41.38,,888,972,Angiosperm,Salicaceae,Salix,lucida
Salix sericea,40,48,36,12.73,,576,432,Angiosperm,Salicaceae,Salix,sericea
Salix sitchensis,32,35,37,10.19,,420,444,Angiosperm,Salicaceae,Salix,sitchensis
Salix tracyi,36,20,15,11.46,,240,180,Angiosperm,Salicaceae,Salix,tracyi
Salix babylonica,309,117,116,98.36,,1404,1392,Angiosperm,Salicaceae,Salix,babylonica
Salix babylonica,344,86,93,109.5,,1032,1116,Angiosperm,Salicaceae,Salix,babylonica
Salix alba,316,118,131,100.59,,1416,1572,Angiosperm,Salicaceae,Salix,alba
Salix alba,301,133,142,95.81,,1596,1704,Angiosperm,Salicaceae,Salix,alba
Salix lutea,25,24,16,7.96,,288,192,Angiosperm,Salicaceae,Salix,lutea
Salix taxifolia,71,33,31,22.6,,396,372,Angiosperm,Salicaceae,Salix,taxifolia
Salix taxifolia,74,27,33,23.55,,324,396,Angiosperm,Salicaceae,Salix,taxifolia
Acer negundo,214,110,127,68.12,,1320,1524,Angiosperm,Sapindaceae,Acer,negundo
Aesculus octandra,229,136,53,72.89,,1632,636,Angiosperm,Sapindaceae,Aesculus,octandra
Aesculus glabra var. arguta,51,30,24,16.23,,360,288,Angiosperm,Sapindaceae,Aesculus,glabra
Aesculus pavia,95,58,48,30.24,,696,576,Angiosperm,Sapindaceae,Aesculus,pavia
Aesculus pavia,91,64,52,28.97,,768,624,Angiosperm,Sapindaceae,Aesculus,pavia
Aesculus sylvatica,12,27,15,3.82,,324,180,Angiosperm,Sapindaceae,Aesculus,sylvatica
Aesculus glabra var. glabra,151,148,48,48.06,,1776,576,Angiosperm,Sapindaceae,Aesculus,glabra
Aesculus californica,166,47,59,52.84,,564,708,Angiosperm,Sapindaceae,Aesculus,californica
Aesculus parviflora,34,14,20,10.82,,168,240,Angiosperm,Sapindaceae,Aesculus,parviflora
Cupania glabra,25,31,22,7.96,,372,264,Angiosperm,Sapindaceae,Cupania,glabra
Dodonaea viscosa,14,22,13,4.46,,264,156,Angiosperm,Sapindaceae,Dodonaea,viscosa
Hypelate trifoliata,46,39,25,14.64,,468,300,Angiosperm,Sapindaceae,Hypelate,trifoliata
hypelate trifoliata,54,39,8,17.19,,468,96,Angiosperm,Sapindaceae,Hypelate,trifoliata
Exothea paniculata,40,44,21,12.73,,528,252,Angiosperm,Sapindaceae,Exothea,paniculata
Acer circinatum,56,40,34,17.83,,480,408,Angiosperm,Sapindaceae,Acer,circinatum
Acer saccharum,274,65,54,87.22,,780,648,Angiosperm,Sapindaceae,Acer,saccharum
Acer pensylvanicum,44,77,31,14.01,,924,372,Angiosperm,Sapindaceae,Acer,pensylvanicum
Acer saccharinum,293,115,110,93.26,,1380,1320,Angiosperm,Sapindaceae,Acer,saccharinum
Acer glabrum,107,67,55,34.06,,804,660,Angiosperm,Sapindaceae,Acer,glabrum
Acer rubrum,276,141,88,87.85,,1692,1056,Angiosperm,Sapindaceae,Acer,rubrum
Acer platanoides,230,70,78,73.21,,840,936,Angiosperm,Sapindaceae,Acer,platanoides
Acer platanoides,212,79,100,67.48,,948,1200,Angiosperm,Sapindaceae,Acer,platanoides
Acer spicatum,33,58,31,10.5,,696,372,Angiosperm,Sapindaceae,Acer,spicatum
Acer spicatum,34,62,20,10.82,,744,240,Angiosperm,Sapindaceae,Acer,spicatum
Acer barbatum,140,58,45,44.56,,696,540,Angiosperm,Sapindaceae,Acer,barbatum
Acer leucoderme,34,54,50,10.82,,648,600,Angiosperm,Sapindaceae,Acer,leucoderme
Acer grandidentatum,139,75,50,44.25,,900,600,Angiosperm,Sapindaceae,Acer,grandidentatum
Acer nigrum,198,118,127,63.03,,1416,1524,Angiosperm,Sapindaceae,Acer,nigrum
Acer macrophyllum,419,101,90,133.37,,1212,1080,Angiosperm,Sapindaceae,Acer,macrophyllum
Sapindus drummondii,126,62,67,40.11,,744,804,Angiosperm,Sapindaceae,Sapindus,drummondii
Sapindus saponaria,88,72,36,28.01,,864,432,Angiosperm,Sapindaceae,Sapindus,saponaria
Bumelia tenax,41,41,28,13.05,,492,336,Angiosperm,Sapotaceae,Bumelia,tenax
Bumelia celastrina,55,30,32,17.51,,360,384,Angiosperm,Sapotaceae,Bumelia,celastrina
Bumelia lanuginosa,93,80,66,29.6,,960,792,Angiosperm,Sapotaceae,Bumelia,lanuginosa
Bumelia lycioides,48,31,29,15.28,,372,348,Angiosperm,Sapotaceae,Bumelia,lycioides
Dipholis salicifolia,72,57,29,22.92,,684,348,Angiosperm,Sapotaceae,Dipholis,salicifolia
Mastichodendron foetidissimum,105,118,94,33.42,,1416,1128,Angiosperm,Sapotaceae,Mastichodendron,foetidissimum
Manilkara zapota,156,72,62,49.66,,864,744,Angiosperm,Sapotaceae,Manilkara,zapota
Manilkara zapota,174,56,53,55.39,,672,636,Angiosperm,Sapotaceae,Manilkara,zapota
Chrysophyllum oliviforme,73,41,34,23.24,,492,408,Angiosperm,Sapotaceae,Chrysophyllum,oliviforme
Manilkara bahamensis,34,19,32,10.82,,228,384,Angiosperm,Sapotaceae,Manilkara,bahamensis
Illicium parviflorum,7,18,13,2.23,,216,156,Angiosperm,Schisandraceae,Illicium,parviflorum
Illicium floridanum,15,29,20,4.77,,348,240,Angiosperm,Schisandraceae,Illicium,floridanum
Schoepfia chrysophylloides,7,15,10,2.23,,180,120,Angiosperm,Schoepfiaceae,Schoepfia,chrysophylloides
Ailanthus altissima,248,67,64,78.94,,804,768,Angiosperm,Simaroubaceae,Ailanthus,altissima
Leitneria floridana,8,15,8,2.55,,180,96,Angiosperm,Simaroubaceae,Leitneria,floridana
Leitneria floridana,8,16,7,2.55,,192,84,Angiosperm,Simaroubaceae,Leitneria,floridana
Holacantha emoryi,38,25,23,12.1,,300,276,Angiosperm,Simaroubaceae,Holacantha,emoryi
Simarouba glauca,109,63,59,34.7,,756,708,Angiosperm,Simaroubaceae,Simarouba,glauca
Nicotiana glauca,14,20,14,4.46,,240,168,Angiosperm,Solanaceae,Nicotiana,glauca
Staphylea bolanderi,14,28,12,4.46,,336,144,Angiosperm,Staphyleaceae,Staphylea,bolanderi
Staphylea trifolia,19,36,37,6.05,,432,444,Angiosperm,Staphyleaceae,Staphylea,trifolia
Halesia carolina,152,110,43,48.38,,1320,516,Angiosperm,Styracaceae,Halesia,carolina
Halesia parviflora,11,23,15,3.5,,276,180,Angiosperm,Styracaceae,Halesia,parviflora
Halesia diptera,114,42,40,36.29,,504,480,Angiosperm,Styracaceae,Halesia,diptera
Styrax grandifolius,8,28,39,2.55,,336,468,Angiosperm,Styracaceae,Styrax,grandifolius
Suriana maritima,10,12,23,3.18,,144,276,Angiosperm,Surianaceae,Suriana,maritima
Symplocos tinctoria,54,54,38,17.19,,648,456,Angiosperm,Symplocaceae,Symplocos,tinctoria
Symplocos tinctoria,35,70,36,11.14,,840,432,Angiosperm,Symplocaceae,Symplocos,tinctoria
Tamarix parviflora,45,25,16,14.32,,300,192,Angiosperm,Tamaricaceae,Tamarix,parviflora
Tamarix parviflora,56,14,22,17.83,,168,264,Angiosperm,Tamaricaceae,Tamarix,parviflora
Tamarix chinensis,170,45,50,54.11,,540,600,Angiosperm,Tamaricaceae,Tamarix,chinensis
Torreya californica,251,96,68,79.9,Gymnosperm,1152,816,Angiosperm,Taxaceae,Torreya,californica
Torreya taxifolia,109,45,40,34.7,Gymnosperm,540,480,Angiosperm,Taxaceae,Torreya,taxifolia
Taxus floridana,25,20,26,7.96,Gymnosperm,240,312,Angiosperm,Taxaceae,Taxus,floridana
Taxus brevifolia,160,70,40,50.93,Gymnosperm,840,480,Angiosperm,Taxaceae,Taxus,brevifolia
Taxus brevifolia,180,54,30,57.3,Gymnosperm,648,360,Angiosperm,Taxaceae,Taxus,brevifolia
Franklinia alatamaha,78,37,42,24.83,,444,504,Angiosperm,Theaceae,Franklinia,alatamaha
Gordonia lasianthus,164,95,60,52.2,,1140,720,Angiosperm,Theaceae,Gordonia,lasianthus
Stewartia ovata,25,18,14,7.96,,216,168,Angiosperm,Theaceae,Stewartia,ovata
Stewartia ovata,20,26,17,6.37,,312,204,Angiosperm,Theaceae,Stewartia,ovata
