"Taxa footnotes, ""[a]"", are found in Column C.",Literature or other reference., Footnotes from respective pages of Cannell (1982).,Original table order for sorting purposes.,years,log10 years,m,log10 m,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year
Rosa canina,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1348,0.3345,-0.4756,-999,-999,5.00E-06,-5.30103,3.00E-06,-5.52288,9.00E-06,-5.04576,0.000012,-4.92082,-999,-999,0.000017,-4.769551079,8.97E-06,-5.04727,2.69E-05,-4.57015,1.49E-05,-4.82543,5.08E-05,-4.293947201
Rosa canina,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1349,0.3345,-0.4756,-999,-999,0.000022,-4.65758,0.000015,-4.82391,0.000029,-4.5376,0.000044,-4.35655,-999,-999,0.000066,-4.180456064,4.48E-05,-4.3483,8.67E-05,-4.062,6.58E-05,-4.18197,0.000197309,-3.704852187
Rosa canina,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1350,0.3345,-0.4756,-999,-999,0.000297,-3.52724,0.00019,-3.72125,0.000332,-3.47886,0.000522,-3.28233,-999,-999,0.000819,-3.086716098,0.000568015,-3.24564,0.000992522,-3.00326,0.000887892,-3.05164,0.00244843,-2.61111222
Fagus  sylvatica,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1351,0.3345,-0.4756,-999,-999,0.00005,-4.30103,0.00006,-4.22185,0.000052,-4.284,0.000112,-3.95078,-999,-999,0.000162,-3.790484985,0.000179374,-3.74624,0.000155457,-3.80839,0.000149475,-3.82543,0.000484305,-3.314881108
Fagus  sylvatica,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1352,0.3345,-0.4756,-999,-999,0.000408,-3.38934,0.00017,-3.76955,0.000174,-3.75945,0.000344,-3.46344,-999,-999,0.000752,-3.123782159,0.000508218,-3.29395,0.000520176,-3.28385,0.00121972,-2.91374,0.002248132,-2.648178282
Fagus  sylvatica,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1353,0.3345,-0.4756,-999,-999,0.000517,-3.28651,0.00017,-3.76955,0.000226,-3.64589,0.000396,-3.4023,-999,-999,0.000913,-3.039529222,0.000508218,-3.29395,0.000675632,-3.17029,0.001545575,-2.81091,0.002729447,-2.563925345
Crataegus monogyna,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1354,0.3345,-0.4756,-999,-999,8.00E-06,-5.09691,0.000011,-4.95861,0.000018,-4.74473,0.000029,-4.5376,-999,-999,0.000037,-4.431798276,3.29E-05,-4.483,5.38E-05,-4.26912,2.39E-05,-4.62131,0.000110613,-3.956194398
Crataegus monogyna,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1355,0.3345,-0.4756,-999,-999,0.000083,-4.08092,0.000038,-4.42022,0.000053,-4.27572,0.000091,-4.04096,-999,-999,0.000174,-3.759450752,0.000113603,-3.94461,0.000158446,-3.80012,0.00024813,-3.60532,0.000520179,-3.283846874
Crataegus monogyna,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1356,0.3345,-0.4756,-999,-999,0.000164,-3.78516,0.000053,-4.27572,0.000092,-4.03621,0.000145,-3.83863,-999,-999,0.000309,-3.510041521,0.000158446,-3.80012,0.000275036,-3.56061,0.000490287,-3.30955,0.000923767,-3.034437643
Juniperus communis,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1357,0.3345,-0.4756,-999,-999,1.00E-06,-6,1.00E-06,-6,3.00E-06,-5.52288,4.00E-06,-5.39794,-999,-999,0.000005,-5.301029996,2.99E-06,-5.5244,8.97E-06,-5.04727,2.99E-06,-5.5244,1.49E-05,-4.825426118
Juniperus communis,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1358,0.3345,-0.4756,-999,-999,5.00E-06,-5.30103,7.00E-06,-5.1549,0.000017,-4.76955,0.000024,-4.61979,-999,-999,0.000029,-4.537602002,2.09E-05,-4.6793,5.08E-05,-4.29395,1.49E-05,-4.82543,8.67E-05,-4.061998124
Juniperus communis,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1359,0.3345,-0.4756,-999,-999,0.000018,-4.74473,0.00001,-5,0.000031,-4.50864,0.000041,-4.38722,-999,-999,0.000059,-4.229147988,2.99E-05,-4.5244,9.27E-05,-4.03303,5.38E-05,-4.26912,0.000176383,-3.75354411
Prunus spinosa,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1360,0.3345,-0.4756,-999,-999,0.00033,-3.48149,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.000986552,-3.00588,-999,-999
Prunus spinosa,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1361,0.3345,-0.4756,-999,-999,0.000431,-3.36552,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,0.001288487,-2.88992,-999,-999
Euonymus europaeus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1362,0.3345,-0.4756,-999,-999,0.000012,-4.92082,0.000021,-4.67778,0.000011,-4.95861,0.000032,-4.49485,-999,-999,0.000044,-4.356547324,6.28E-05,-4.20218,3.29E-05,-4.483,3.59E-05,-4.44521,0.00013154,-3.880943446
Euonymus europaeus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1363,0.3345,-0.4756,-999,-999,0.000026,-4.58503,0.000029,-4.5376,0.000016,-4.79588,0.000045,-4.34679,-999,-999,0.000071,-4.148741651,8.67E-05,-4.062,4.78E-05,-4.32028,7.77E-05,-4.10942,0.000212257,-3.673137773
Euonymus europaeus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1364,0.3345,-0.4756,-999,-999,0.000079,-4.10237,0.000051,-4.29243,0.000029,-4.5376,0.00008,-4.09691,-999,-999,0.000159,-3.798602876,0.000152465,-3.81683,8.67E-05,-4.062,0.000236173,-3.62677,0.000475336,-3.322998998
Euonymus europaeus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1365,0.3345,-0.4756,-999,-999,0.0001,-4,0.000049,-4.3098,0.000029,-4.5376,0.000078,-4.10791,-999,-999,0.000178,-3.749579998,0.000146487,-3.8342,8.67E-05,-4.062,0.000298951,-3.5244,0.000532138,-3.27397612
Rhamnus caltharticus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1366,0.3345,-0.4756,-999,-999,5.00E-06,-5.30103,7.00E-06,-5.1549,4.00E-06,-5.39794,0.000011,-4.95861,-999,-999,0.000016,-4.795880017,2.09E-05,-4.6793,1.20E-05,-4.92234,1.49E-05,-4.82543,4.78E-05,-4.320276139
Rhamnus caltharticus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1367,0.3345,-0.4756,-999,-999,0.000013,-4.88606,0.000014,-4.85387,0.000013,-4.88606,0.000027,-4.56864,-999,-999,0.00004,-4.397940009,4.19E-05,-4.37827,3.89E-05,-4.41045,3.89E-05,-4.41045,0.000119581,-3.922336131
Rhamnus caltharticus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1368,0.3345,-0.4756,-999,-999,0.000142,-3.84771,0.000153,-3.81531,0.000164,-3.78516,0.000317,-3.49894,-999,-999,0.000459,-3.338187314,0.000457404,-3.3397,0.000490287,-3.30955,0.000424512,-3.37211,0.001372197,-2.862583437
Rhamnus caltharticus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1369,0.3345,-0.4756,-999,-999,0.000774,-3.11126,0.000596,-3.22475,0.000774,-3.11126,0.00137,-2.86328,-999,-999,0.002144,-2.668775219,0.001781763,-2.74915,0.002313876,-2.63566,0.002313876,-2.63566,0.006409567,-2.193171341
Viburnum lantana,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1370,0.3345,-0.4756,-999,-999,0.000027,-4.56864,0.000015,-4.82391,3.40E-06,-5.46852,0.0000184,-4.73518,-999,-999,0.0000454,-4.342944147,4.48E-05,-4.3483,1.02E-05,-4.99292,8.07E-05,-4.09303,0.000135725,-3.867340269
Viburnum lantana,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1371,0.3345,-0.4756,-999,-999,0.000027,-4.56864,0.000017,-4.76955,0.000036,-4.4437,0.000053,-4.27572,-999,-999,0.00008,-4.096910013,5.08E-05,-4.29395,0.000107624,-3.96809,8.07E-05,-4.09303,0.000239163,-3.621306135
Viburnum lantana,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1372,0.3345,-0.4756,-999,-999,0.000063,-4.20066,0.000398,-3.40012,0.000089,-4.05061,0.000487,-3.31247,-999,-999,0.00055,-3.259637311,0.001189844,-2.92451,0.000266066,-3.57501,0.000188339,-3.72506,0.001644245,-2.784033433
Viburnum lantana,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1373,0.3345,-0.4756,-999,-999,0.00015,-3.82391,0.000071,-4.14874,0.000215,-3.66756,0.000286,-3.54363,-999,-999,0.000436,-3.360513511,0.000212256,-3.67314,0.000642747,-3.19196,0.000448436,-3.3483,0.001303438,-2.884909633
Viburnum opulus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1374,0.3345,-0.4756,-999,-999,6.00E-06,-5.22185,-999,-999,-999,-999,0.000136,-3.86646,-999,-999,-999,-3.847711656,-999,-999,-999,-999,1.79E-05,-4.74624,0.000424514,-3.372107778
Viburnum opulus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1375,0.3345,-0.4756,-999,-999,0.000017,-4.76955,0.000012,-4.92082,0.000019,-4.72125,0.000031,-4.50864,-999,-999,0.000048,-4.318758763,3.59E-05,-4.44521,5.68E-05,-4.24564,5.08E-05,-4.29395,0.000143498,-3.843154885
Viburnum opulus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1376,0.3345,-0.4756,-999,-999,0.000136,-3.86646,0.000066,-4.18046,0.000152,-3.81816,0.000218,-3.66154,-999,-999,0.000354,-3.450996738,0.00019731,-3.70485,0.000454412,-3.34255,0.000406574,-3.39086,0.001058296,-2.97539286
Viburnum opulus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1377,0.3345,-0.4756,-999,-999,0.000148,-3.82974,0.000048,-4.31876,0.000143,-3.84466,0.000191,-3.71897,-999,-999,0.000339,-3.469800302,0.000143499,-3.84315,0.000427504,-3.36906,0.000442456,-3.35413,0.001013453,-2.994196424
Ligustrum vulgare,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1378,0.3345,-0.4756,-999,-999,0.000013,-4.88606,7.00E-06,-5.1549,8.00E-06,-5.09691,0.000015,-4.82391,-999,-999,0.000028,-4.552841969,2.09E-05,-4.6793,2.39E-05,-4.62131,3.89E-05,-4.41045,8.37E-05,-4.077238091
Ligustrum vulgare,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1379,0.3345,-0.4756,-999,-999,0.000084,-4.07572,0.000046,-4.33724,0.000073,-4.13668,0.000119,-3.92445,-999,-999,0.000203,-3.692503962,0.000137518,-3.86164,0.000218238,-3.66107,0.000251119,-3.60012,0.000606876,-3.216900084
Ligustrum vulgare,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1380,0.3345,-0.4756,-999,-999,0.000968,-3.01412,0.000585,-3.23284,0.000704,-3.15243,0.001289,-2.88975,-999,-999,0.002257,-2.646468441,0.00174888,-2.75724,0.002104651,-2.67682,0.002893877,-2.53852,0.006747384,-2.170864563
Cornus sanguinae,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1381,0.3345,-0.4756,-999,-999,0.00001,-5,0.00001,-5,0.000021,-4.67778,0.000031,-4.50864,-999,-999,0.000041,-4.387216143,2.99E-05,-4.5244,6.28E-05,-4.20218,2.99E-05,-4.5244,0.000122571,-3.911612265
Cornus sanguinae,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1382,0.3345,-0.4756,-999,-999,0.000365,-3.43771,0.000256,-3.59176,0.000542,-3.266,0.000798,-3.098,-999,-999,0.001163,-2.934420285,0.000765315,-3.11616,0.001620317,-2.7904,0.001091189,-2.9621,0.003476831,-2.458816407
Cornus sanguinae,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1383,0.3345,-0.4756,-999,-999,0.001099,-2.959,0.000438,-3.35853,0.000967,-3.01457,0.001405,-2.85232,-999,-999,0.002504,-2.601365675,0.001309423,-2.88292,0.00289088,-2.53897,0.003285489,-2.4834,0.0074858,-2.125761798
Rosa canina,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1384,0.3345,-0.4756,-999,-999,2.00E-06,-5.69897,2.00E-06,-5.69897,8.00E-06,-5.09691,0.00001,-5,-999,-999,0.000012,-4.920818754,5.98E-06,-5.22337,2.39E-05,-4.62131,5.98E-06,-5.22337,3.59E-05,-4.445214876
Rosa canina,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1385,0.3345,-0.4756,-999,-999,3.20E-06,-5.49485,0.000032,-4.49485,0.000061,-4.21467,0.000093,-4.03152,-999,-999,0.0000962,-4.016824928,9.57E-05,-4.01925,0.00018236,-3.73907,9.57E-06,-5.01925,0.000287593,-3.54122105
Rosa canina,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1386,0.3345,-0.4756,-999,-999,0.000936,-3.02872,0.000663,-3.17849,0.000882,-3.05453,0.001545,-2.81107,-999,-999,0.002481,-2.605373236,0.001982075,-2.70288,0.002636756,-2.57893,0.002798208,-2.55312,0.00741704,-2.129769358
Fagus sylvatica,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1387,0.3345,-0.4756,-999,-999,0.000048,-4.31876,0.000039,-4.40894,0.000045,-4.34679,0.000084,-4.07572,-999,-999,0.000132,-3.879426069,0.000116592,-3.93333,0.00013453,-3.87118,0.000143499,-3.84315,0.000394619,-3.403822191
Fagus sylvatica,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1388,0.3345,-0.4756,-999,-999,0.000361,-3.44249,0.000202,-3.69465,0.000166,-3.77989,0.000368,-3.43415,-999,-999,0.000729,-3.137272472,0.000603893,-3.21904,0.000496261,-3.30429,0.00107922,-2.96689,0.002179372,-2.661668594
Fagus sylvatica,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1389,0.3345,-0.4756,-999,-999,0.000613,-3.21254,0.000209,-3.67985,0.000251,-3.60033,0.00046,-3.33724,-999,-999,0.001073,-2.969400278,0.000624813,-3.20425,0.000750378,-3.12472,0.001832568,-2.73694,0.003207773,-2.4937964
