"Taxa footnotes, ""[a]"", are found in Column C.",Literature or other reference., Footnotes from respective pages of Cannell (1982).,Original table order for sorting purposes.,years,log10 years,m,log10 m,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt per plant,log10 kg dry wgt per plant,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year,kg dry wgt gained per plant per year,log10 kg dry wgt gained per plant per year
Ammophila brevigulata,"The `Ammophila Problem' Revisited: A Role for Mycorrhizal Fungi.  L. R. Little, M. A. Maun.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 1-7.",,1292,0.385,-0.41454,-999,-999,0.0002,-3.69897,-999,-999,-999,-999,0.00063,-3.20066,-999,-999,-999,-3.080921908,-999,-999,-999,-999,0.000519481,-3.28443,0.002155844,-2.666382637
Ammophila brevigulata,"The `Ammophila Problem' Revisited: A Role for Mycorrhizal Fungi.  L. R. Little, M. A. Maun.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 1-7.",,1293,0.385,-0.41454,-999,-999,0.00048,-3.31876,-999,-999,-999,-999,0.0008,-3.09691,-999,-999,-999,-2.89279003,-999,-999,-999,-999,0.001246752,-2.90422,0.003324675,-2.47825076
Dactylis glomerate,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1294,-999,-999,-999,-999,0.000022,-4.65758,-999,-999,-999,-999,0.000044,-4.35655,-999,-999,-999,-4.180456064,-999,-999,-999,-999,-999,-999,-999,-999
Dactylis glomerate,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1295,-999,-999,-999,-999,5.70E-06,-5.24413,-999,-999,-999,-999,0.000011,-4.95861,-999,-999,-999,-4.777283529,-999,-999,-999,-999,-999,-999,-999,-999
Dactylis glomerate,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1296,-999,-999,-999,-999,0.0000121,-4.91721,-999,-999,-999,-999,0.000024,-4.61979,-999,-999,-999,-4.442492798,-999,-999,-999,-999,-999,-999,-999,-999
Dactylis glomerate,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1297,-999,-999,-999,-999,0.0000232,-4.63451,-999,-999,-999,-999,0.000043,-4.36653,-999,-999,-999,-4.179142011,-999,-999,-999,-999,-999,-999,-999,-999
Lolium perenne,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1298,-999,-999,-999,-999,0.0000252,-4.5986,-999,-999,-999,-999,0.000021,-4.67778,-999,-999,-999,-4.335358024,-999,-999,-999,-999,-999,-999,-999,-999
Lolium perenne,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1299,-999,-999,-999,-999,3.50E-06,-5.45593,-999,-999,-999,-999,5.00E-06,-5.30103,-999,-999,-999,-5.070581074,-999,-999,-999,-999,-999,-999,-999,-999
Lolium perenne,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1300,-999,-999,-999,-999,0.0000298,-4.52578,-999,-999,-999,-999,0.000047,-4.3279,-999,-999,-999,-4.11463878,-999,-999,-999,-999,-999,-999,-999,-999
Lolium perenne,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1301,-999,-999,-999,-999,0.0000223,-4.6517,-999,-999,-999,-999,0.000049,-4.3098,-999,-999,-999,-4.14691047,-999,-999,-999,-999,-999,-999,-999,-999
Plantago lanceolate,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1302,-999,-999,-999,-999,0.0000295,-4.53018,-999,-999,-999,-999,0.000054,-4.26761,-999,-999,-999,-4.078313525,-999,-999,-999,-999,-999,-999,-999,-999
Plantago lanceolate,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1303,-999,-999,-999,-999,0.0000781,-4.10735,-999,-999,-999,-999,0.000014,-4.85387,-999,-999,-999,-4.03574037,-999,-999,-999,-999,-999,-999,-999,-999
Plantago lanceolate,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1304,-999,-999,-999,-999,3.70E-06,-5.4318,-999,-999,-999,-999,0.000013,-4.88606,-999,-999,-999,-4.777283529,-999,-999,-999,-999,-999,-999,-999,-999
Plantago lanceolate,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1305,-999,-999,-999,-999,4.40E-06,-5.35655,-999,-999,-999,-999,0.00001,-5,-999,-999,-999,-4.841637508,-999,-999,-999,-999,-999,-999,-999,-999
Triticum pratense,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1306,-999,-999,-999,-999,3.00E-07,-6.52288,-999,-999,-999,-999,1.00E-06,-6,-999,-999,-999,-5.886056648,-999,-999,-999,-999,-999,-999,-999,-999
Triticum pratense,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1307,-999,-999,-999,-999,7.50E-06,-5.12494,-999,-999,-999,-999,3.00E-06,-5.52288,-999,-999,-999,-4.978810701,-999,-999,-999,-999,-999,-999,-999,-999
Triticum pratense,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1308,-999,-999,-999,-999,1.00E-06,-6,-999,-999,-999,-999,1.00E-06,-6,-999,-999,-999,-5.698970004,-999,-999,-999,-999,-999,-999,-999,-999
Triticum pratense,"Herbivores and the Performance of Grassland Plants: A Comparison of Arthropod, Mollusc and Rodent Herbivory.  Philip E. Hulme.  Journal of Ecology, Vol. 84, No. 1. (Feb., 1996), pp. 43-51.",,1309,-999,-999,-999,-999,0.0000541,-4.2668,-999,-999,-999,-999,0.000156,-3.80688,-999,-999,-999,-3.677573948,-999,-999,-999,-999,-999,-999,-999,-999
Fragaria chiloensis,"Nutrient Sharing in Natural Clonal Fragments of Fragaria Chiloensis.  Peter Alpert.  Journal of Ecology, Vol. 84, No. 3. (Jun., 1996), pp. 395-406.",,1310,1,0,-999,-999,0.0005,-3.30103,0.00034,-3.46852,0.00044,-3.35655,0.00078,-3.10791,0.0001,-4,0.00128,-2.89279003,0.000340001,-3.46852,0.000439997,-3.35655,0.0005,-3.30103,0.00128,-2.89279003
Fragaria chiloensis,"Nutrient Sharing in Natural Clonal Fragments of Fragaria Chiloensis.  Peter Alpert.  Journal of Ecology, Vol. 84, No. 3. (Jun., 1996), pp. 395-406.",,1311,1,0,-999,-999,0.00115,-2.9393,0.00067,-3.17393,0.00156,-2.80688,0.00223,-2.6517,0.00014,-3.85387,0.00338,-2.4710833,0.000669993,-3.17393,0.001559983,-2.80688,0.001150006,-2.9393,0.00338,-2.4710833
Fragaria chiloensis,"Nutrient Sharing in Natural Clonal Fragments of Fragaria Chiloensis.  Peter Alpert.  Journal of Ecology, Vol. 84, No. 3. (Jun., 1996), pp. 395-406.",,1312,1,0,-999,-999,0.00085,-3.07058,0.00066,-3.18046,0.00044,-3.35655,0.0011,-2.95861,0.00022,-3.65758,0.00195,-2.709965389,-999,-999,-999,-999,-999,-999,-999,-999
Fragaria chiloensis,"Nutrient Sharing in Natural Clonal Fragments of Fragaria Chiloensis.  Peter Alpert.  Journal of Ecology, Vol. 84, No. 3. (Jun., 1996), pp. 395-406.",,1313,-999,-999,-999,-999,0.00193,-2.71444,0.00117,-2.93181,0.00156,-2.80688,0.00273,-2.56384,0.00037,-3.4318,0.00466,-2.331614083,-999,-999,-999,-999,-999,-999,-999,-999
Bromus calharicus,"Effects of the Systemic Flower Infecting-Smut Ustilago Bullata on the Growth and Competitive Ability of the Grass Bromus Catharticus.  Graciela Garcia-Guzman, J. J. Burdon, A. O. Nicholls. Journal of Ecology, Vol. 84, No. 5. (Oct., 1996), pp. 657-665.",,1314,0.333,-0.47756,-999,-999,0.034222,-1.46569,-999,-999,-999,-999,0.042778,-1.36878,-999,-999,-999,-1.113509275,-999,-999,-999,-999,0.102768496,-0.98814,0.231231231,-0.635953508
Bromus calharicus,"Effects of the Systemic Flower Infecting-Smut Ustilago Bullata on the Growth and Competitive Ability of the Grass Bromus Catharticus.  Graciela Garcia-Guzman, J. J. Burdon, A. O. Nicholls. Journal of Ecology, Vol. 84, No. 5. (Oct., 1996), pp. 657-665.",,1315,0.333,-0.47756,-999,-999,0.026162,-1.58233,-999,-999,-999,-999,0.035838,-1.44566,-999,-999,-999,-1.207608311,-999,-999,-999,-999,0.07856516,-1.10477,0.186186186,-0.730052544
Bromus calharicus,"Effects of the Systemic Flower Infecting-Smut Ustilago Bullata on the Growth and Competitive Ability of the Grass Bromus Catharticus.  Graciela Garcia-Guzman, J. J. Burdon, A. O. Nicholls. Journal of Ecology, Vol. 84, No. 5. (Oct., 1996), pp. 657-665.",,1316,0.333,-0.47756,-999,-999,0.029721,-1.52694,-999,-999,-999,-999,0.041279,-1.38427,-999,-999,-999,-1.148741651,-999,-999,-999,-999,0.08925242,-1.04938,0.213213213,-0.671185885
Bromus calharicus,"Effects of the Systemic Flower Infecting-Smut Ustilago Bullata on the Growth and Competitive Ability of the Grass Bromus Catharticus.  Graciela Garcia-Guzman, J. J. Burdon, A. O. Nicholls. Journal of Ecology, Vol. 84, No. 5. (Oct., 1996), pp. 657-665.",,1317,0.333,-0.47756,-999,-999,0.010889,-1.96301,-999,-999,-999,-999,0.031111,-1.50709,-999,-999,-999,-1.37675071,-999,-999,-999,-999,0.032699416,-1.48546,0.126126126,-0.899194943
Bromus calharicus,"Effects of the Systemic Flower Infecting-Smut Ustilago Bullata on the Growth and Competitive Ability of the Grass Bromus Catharticus.  Graciela Garcia-Guzman, J. J. Burdon, A. O. Nicholls. Journal of Ecology, Vol. 84, No. 5. (Oct., 1996), pp. 657-665.",,1318,0.333,-0.47756,-999,-999,0.021567,-1.66621,-999,-999,-999,-999,0.018433,-1.7344,-999,-999,-999,-1.397940009,-999,-999,-999,-999,0.064766436,-1.18865,0.12012012,-0.920384242
Bromus calharicus,"Effects of the Systemic Flower Infecting-Smut Ustilago Bullata on the Growth and Competitive Ability of the Grass Bromus Catharticus.  Graciela Garcia-Guzman, J. J. Burdon, A. O. Nicholls. Journal of Ecology, Vol. 84, No. 5. (Oct., 1996), pp. 657-665.",,1319,0.333,-0.47756,-999,-999,0.01736,-1.76045,-999,-999,-999,-999,0.01564,-1.80576,-999,-999,-999,-1.48148606,-999,-999,-999,-999,0.052132674,-1.28289,0.099099099,-1.003930294
Bromus calharicus,"Effects of the Systemic Flower Infecting-Smut Ustilago Bullata on the Growth and Competitive Ability of the Grass Bromus Catharticus.  Graciela Garcia-Guzman, J. J. Burdon, A. O. Nicholls. Journal of Ecology, Vol. 84, No. 5. (Oct., 1996), pp. 657-665.",,1320,0.333,-0.47756,-999,-999,0.020517,-1.68789,-999,-999,-999,-999,0.018483,-1.73323,-999,-999,-999,-1.408935393,-999,-999,-999,-999,0.061612666,-1.21033,0.117117117,-0.931379626
Bromus calharicus,"Effects of the Systemic Flower Infecting-Smut Ustilago Bullata on the Growth and Competitive Ability of the Grass Bromus Catharticus.  Graciela Garcia-Guzman, J. J. Burdon, A. O. Nicholls. Journal of Ecology, Vol. 84, No. 5. (Oct., 1996), pp. 657-665.",,1321,0.333,-0.47756,-999,-999,0.012435,-1.90535,-999,-999,-999,-999,0.009565,-2.01932,-999,-999,-999,-1.657577319,-999,-999,-999,-999,0.037342209,-1.4278,0.066066066,-1.180021553
Bromus calharicus,"Effects of the Systemic Flower Infecting-Smut Ustilago Bullata on the Growth and Competitive Ability of the Grass Bromus Catharticus.  Graciela Garcia-Guzman, J. J. Burdon, A. O. Nicholls. Journal of Ecology, Vol. 84, No. 5. (Oct., 1996), pp. 657-665.",,1322,0.333,-0.47756,-999,-999,0.0168,-1.77469,-999,-999,-999,-999,0.0112,-1.95078,-999,-999,-999,-1.552841969,-999,-999,-999,-999,0.050451026,-1.29713,0.084084084,-1.075286202
Bromus calharicus,"Effects of the Systemic Flower Infecting-Smut Ustilago Bullata on the Growth and Competitive Ability of the Grass Bromus Catharticus.  Graciela Garcia-Guzman, J. J. Burdon, A. O. Nicholls. Journal of Ecology, Vol. 84, No. 5. (Oct., 1996), pp. 657-665.",,1323,0.333,-0.47756,-999,-999,0.0156,-1.80688,-999,-999,-999,-999,0.0104,-1.98297,-999,-999,-999,-1.585026652,-999,-999,-999,-999,0.046846807,-1.32932,0.078078078,-1.107470886
Bromus calharicus,"Effects of the Systemic Flower Infecting-Smut Ustilago Bullata on the Growth and Competitive Ability of the Grass Bromus Catharticus.  Graciela Garcia-Guzman, J. J. Burdon, A. O. Nicholls. Journal of Ecology, Vol. 84, No. 5. (Oct., 1996), pp. 657-665.",,1324,0.333,-0.47756,-999,-999,0.015511,-1.80936,-999,-999,-999,-999,0.011489,-1.93972,-999,-999,-999,-1.568636236,-999,-999,-999,-999,0.046580055,-1.3318,0.081081081,-1.091080469
Bromus calharicus,"Effects of the Systemic Flower Infecting-Smut Ustilago Bullata on the Growth and Competitive Ability of the Grass Bromus Catharticus.  Graciela Garcia-Guzman, J. J. Burdon, A. O. Nicholls. Journal of Ecology, Vol. 84, No. 5. (Oct., 1996), pp. 657-665.",,1325,0.333,-0.47756,-999,-999,0.009797,-2.00891,-999,-999,-999,-999,0.007203,-2.14249,-999,-999,-999,-1.769551079,-999,-999,-999,-999,0.029420497,-1.53135,0.051051051,-1.291995312
Euonymus europea,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1326,0.3345,-0.4756,-999,-999,0.000013,-4.88606,0.000018,-4.74473,0.00001,-5,0.000028,-4.55284,-999,-999,0.000041,-4.387216143,5.38E-05,-4.26912,2.99E-05,-4.5244,3.89E-05,-4.41045,0.000122571,-3.911612265
Euonymus europea,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1327,0.3345,-0.4756,-999,-999,0.000025,-4.60206,0.000029,-4.5376,0.000014,-4.85387,0.000043,-4.36653,-999,-999,0.000068,-4.167491087,8.67E-05,-4.062,4.19E-05,-4.37827,7.47E-05,-4.12646,0.000203288,-3.691887209
Euonymus europea,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1328,0.3345,-0.4756,-999,-999,0.000062,-4.20761,0.000044,-4.35655,0.000023,-4.63827,0.000067,-4.17393,-999,-999,0.000129,-3.88941029,0.000131541,-3.88094,6.88E-05,-4.16267,0.000185353,-3.732,0.00038565,-3.413806412
Euonymus europea,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1329,0.3345,-0.4756,-999,-999,0.000083,-4.08092,0.000041,-4.38722,0.000025,-4.60206,0.000066,-4.18046,-999,-999,0.000149,-3.826813732,0.000122572,-3.91161,7.47E-05,-4.12646,0.00024813,-3.60532,0.000445441,-3.351209854
Rhamus caltharticus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1330,0.3345,-0.4756,-999,-999,7.00E-06,-5.1549,9.00E-06,-5.04576,4.00E-06,-5.39794,0.000013,-4.88606,-999,-999,0.00002,-4.698970004,2.69E-05,-4.57015,1.20E-05,-4.92234,2.09E-05,-4.6793,5.98E-05,-4.223366126
Rhamus caltharticus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1331,0.3345,-0.4756,-999,-999,0.000013,-4.88606,0.000019,-4.72125,0.000013,-4.88606,0.000032,-4.49485,-999,-999,0.000045,-4.346787486,5.68E-05,-4.24564,3.89E-05,-4.41045,3.89E-05,-4.41045,0.000134529,-3.871183608
Rhamus caltharticus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1332,0.3345,-0.4756,-999,-999,0.000107,-3.97062,0.000096,-4.01773,0.000103,-3.98716,0.000199,-3.70115,-999,-999,0.000306,-3.514278574,0.000286999,-3.54212,0.000307921,-3.51156,0.000319882,-3.49501,0.000914798,-3.038674696
Rhamus caltharticus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1333,0.3345,-0.4756,-999,-999,0.000408,-3.38934,0.000222,-3.65365,0.000326,-3.48678,0.000548,-3.26122,-999,-999,0.000956,-3.019542108,0.000663682,-3.17804,0.000974586,-3.01118,0.00121972,-2.91374,0.002857997,-2.54393823
Viburum lantana,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1334,0.3345,-0.4756,-999,-999,0.000022,-4.65758,0.000014,-4.85387,0.000025,-4.60206,0.000039,-4.40894,-999,-999,0.000061,-4.214670165,4.19E-05,-4.37827,7.47E-05,-4.12646,6.58E-05,-4.18197,0.000182362,-3.739066287
Viburum lantana,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1335,0.3345,-0.4756,-999,-999,0.000022,-4.65758,0.000019,-4.72125,0.000028,-4.55284,0.000047,-4.3279,-999,-999,0.000069,-4.161150909,5.68E-05,-4.24564,8.37E-05,-4.07724,6.58E-05,-4.18197,0.000206278,-3.685547031
Viburum lantana,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1336,0.3345,-0.4756,-999,-999,0.000029,-4.5376,0.000024,-4.61979,0.000031,-4.50864,0.000055,-4.25964,-999,-999,0.000084,-4.075720714,7.17E-05,-4.14418,9.27E-05,-4.03303,8.67E-05,-4.062,0.000251121,-3.600116836
Viburum lantana,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1337,0.3345,-0.4756,-999,-999,0.000048,-4.31876,0.000027,-4.56864,0.000058,-4.23657,0.000085,-4.07058,-999,-999,0.000133,-3.876148359,8.07E-05,-4.09303,0.000173392,-3.76097,0.000143499,-3.84315,0.000397608,-3.400544481
Viburum opulus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1338,0.3345,-0.4756,-999,-999,8.00E-06,-5.09691,5.00E-06,-5.30103,0.000014,-4.85387,0.000019,-4.72125,-999,-999,0.000027,-4.568636236,1.49E-05,-4.82543,4.19E-05,-4.37827,2.39E-05,-4.62131,8.07E-05,-4.093032358
Viburum opulus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1339,0.3345,-0.4756,-999,-999,0.000023,-4.63827,0.000014,-4.85387,0.000023,-4.63827,0.000037,-4.4318,-999,-999,0.00006,-4.22184875,4.19E-05,-4.37827,6.88E-05,-4.16267,6.88E-05,-4.16267,0.000179372,-3.746244872
Viburum opulus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1340,0.3345,-0.4756,-999,-999,0.000096,-4.01773,0.000033,-4.48149,0.000079,-4.10237,0.000112,-3.95078,-999,-999,0.000208,-3.681936665,9.87E-05,-4.00588,0.000236173,-3.62677,0.000286999,-3.54212,0.000621824,-3.206332787
Viburum opulus,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1341,0.3345,-0.4756,-999,-999,0.00012,-3.92082,0.000043,-4.36653,0.000117,-3.93181,0.00016,-3.79588,-999,-999,0.00028,-3.552841969,0.000128549,-3.89093,0.000349776,-3.45621,0.000358748,-3.44521,0.00083707,-3.077238091
Ligustrum vulgare,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1342,0.3345,-0.4756,-999,-999,0.000013,-4.88606,9.00E-06,-5.04576,9.00E-06,-5.04576,0.000018,-4.74473,-999,-999,0.000031,-4.508638306,2.69E-05,-4.57015,2.69E-05,-4.57015,3.89E-05,-4.41045,9.27E-05,-4.033034428
Ligustrum vulgare,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1343,0.3345,-0.4756,-999,-999,0.000099,-4.00436,0.00006,-4.22185,0.000073,-4.13668,0.000133,-3.87615,-999,-999,0.000232,-3.634512015,0.000179374,-3.74624,0.000218238,-3.66107,0.000295965,-3.52876,0.000693572,-3.158908137
Ligustrum vulgare,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1344,0.3345,-0.4756,-999,-999,0.000227,-3.64397,0.000046,-4.33724,0.000133,-3.87615,0.000179,-3.74715,-999,-999,0.000406,-3.391473966,0.000137518,-3.86164,0.000397612,-3.40054,0.000678625,-3.16837,0.001213752,-2.915870089
Cornus sangunea,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1345,0.3345,-0.4756,-999,-999,0.000016,-4.79588,0.000011,-4.95861,0.000023,-4.63827,0.000034,-4.46852,-999,-999,0.00005,-4.301029996,3.29E-05,-4.483,6.88E-05,-4.16267,4.78E-05,-4.32028,0.000149477,-3.825426118
Cornus sangunea,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1346,0.3345,-0.4756,-999,-999,0.000125,-3.90309,0.000063,-4.20066,0.000164,-3.78516,0.000227,-3.64397,-999,-999,0.000352,-3.453457337,0.000188339,-3.72506,0.000490287,-3.30955,0.000373689,-3.42749,0.001052317,-2.977853459
Cornus sangunea,"Interaction of Irradiance and Soil Nutrient Supply on Growth of Seedlings of Ten European Tall-Shrub Species and Fagus Sylvatica.  Peter J. Grubb, William G. Lee, Johannes Kollmann, J. Bastow Wilson. Journal of Ecology, Vol. 84, No. 6. (Dec., 1996), pp. 827-840.",,1347,0.3345,-0.4756,-999,-999,0.000371,-3.43063,0.000124,-3.90658,0.000355,-3.44977,0.000479,-3.31966,-999,-999,0.00085,-3.070581074,0.000370706,-3.43097,0.00106128,-2.97417,0.001109124,-2.95502,0.002541106,-2.594977196
